season,name,balls_faced,boundary_count,boundary_percent
2021,JJ Roy,125,22,17.6
2021,JM Bairstow,179,35,19.55
2021,JO Holder,73,8,10.96
2021,K Rabada,6,2,33.33
2021,K Yadav,4,0,0.0
2021,KA Jamieson,55,8,14.55
2021,KA Pollard,180,32,17.78
2021,KD Karthik,172,29,16.86
2021,KH Pandya,126,16,12.7
2021,KK Ahmed,2,0,0.0
2021,KL Nagarkoti,2,0,0.0
2021,KL Rahul,465,78,16.77
2021,KM Jadhav,55,4,7.27
2021,KS Bharat,161,18,11.18
2021,KS Williamson,250,32,12.8
2021,Kartik Tyagi,4,0,0.0
2021,LH Ferguson,13,2,15.38
2021,LS Livingstone,43,4,9.3
2021,Lalit Yadav,75,7,9.33
2021,M Ashwin,24,1,4.17
2021,M Jansen,4,0,0.0
2021,M Prasidh Krishna,1,0,0.0
2021,M Shahrukh Khan,118,19,16.1
2021,M Vohra,40,7,17.5
2021,MA Agarwal,324,60,18.52
2021,MC Henriques,32,1,3.12
2021,MK Lomror,76,9,11.84
2021,MK Pandey,246,31,12.6
2021,MM Ali,270,50,18.52
2021,MP Stoinis,74,12,16.22
2021,MS Dhoni,111,15,13.51
2021,Mandeep Singh,14,2,14.29
2021,Mohammad Nabi,22,5,22.73
2021,Mohammed Shami,17,0,0.0
2021,Mohammed Siraj,26,2,7.69
2021,Mujeeb Ur Rahman,1,0,0.0
2021,Mustafizur Rahman,14,1,7.14
2021,N Pooran,77,8,10.39
2021,N Rana,325,51,15.69
2021,NM Coulter-Nile,5,0,0.0
2021,NT Ellis,17,1,5.88
2021,Navdeep Saini,5,0,0.0
2021,P Simran Singh,23,2,8.7
2021,PJ Cummins,60,13,21.67
2021,PK Garg,75,5,6.67
2021,PP Chawla,2,0,0.0
2021,PP Shaw,308,74,24.03
2021,PWH de Silva,2,0,0.0
2021,Q de Kock,261,36,13.79
2021,R Ashwin,43,3,6.98
2021,R Parag,84,10,11.9
2021,R Tewatia,152,17,11.18
2021,RA Jadeja,170,28,16.47
2021,RA Tripathi,285,52,18.25
2021,RD Chahar,15,1,6.67
2021,RD Gaikwad,474,87,18.35
2021,RG Sharma,307,47,15.31
2021,RM Patidar,65,6,9.23
2021,RR Pant,343,53,15.45
2021,RV Patel,29,3,10.34
2021,RV Uthappa,86,13,15.12
2021,Rashid Khan,71,11,15.49
2021,Ravi Bishnoi,5,0,0.0
2021,S Dhawan,480,79,16.46
2021,S Dube,205,28,13.66
2021,S Gopal,5,1,20.0
2021,S Kaul,8,1,12.5
2021,S Nadeem,1,0,0.0
2021,SA Yadav,226,50,22.12
2021,SK Raina,133,22,16.54
2021,SM Curran,30,8,26.67
2021,SN Khan,4,0,0.0
2021,SN Thakur,6,0,0.0
2021,SO Hetmyer,153,31,20.26
2021,SP Narine,51,8,15.69
2021,SPD Smith,136,15,11.03
2021,SS Iyer,181,12,6.63
2021,SS Tiwary,99,12,12.12
2021,SV Samson,372,62,16.67
2021,Sachin Baby,17,0,0.0
2021,Sandeep Sharma,7,1,14.29
2021,Shahbaz Ahmed,55,6,10.91
2021,Shakib Al Hasan,50,4,8.0
2021,Shivam Mavi,21,4,19.05
2021,Shubman Gill,415,62,14.94
2021,T Shamsi,4,0,0.0
2021,TA Boult,4,0,0.0
2021,TG Southee,5,0,0.0
2021,TH David,3,0,0.0
2021,TK Curran,17,2,11.76
2021,TL Seifert,5,0,0.0
2021,V Kohli,347,52,14.99
2021,V Shankar,52,4,7.69
2021,VR Iyer,299,51,17.06
2021,Virat Singh,26,1,3.85
2021,WP Saha,144,12,8.33
2021,Washington Sundar,48,2,4.17
2021,YBK Jaiswal,168,42,25.0
2021,YS Chahal,27,0,0.0
2022,A Badoni,139,18,12.95
2022,A Manohar,79,17,21.52
2022,A Nortje,7,0,0.0
2022,A Tomar,8,1,12.5
2022,AD Russell,200,50,25.0
2022,AJ Finch,70,13,18.57
2022,AK Markram,277,44,15.88
2022,AM Rahane,131,18,13.74
2022,AR Patel,122,22,18.03
2022,AS Joseph,7,0,0.0
2022,AS Roy,2,0,0.0
2022,AT Rayudu,230,40,17.39
2022,Abdul Samad,7,0,0.0
2022,Abhishek Sharma,329,60,18.24
2022,Akash Deep,2,0,0.0
2022,Aman Hakim Khan,3,1,33.33
2022,Anmolpreet Singh,13,1,7.69
2022,Anuj Rawat,123,17,13.82
2022,Arshdeep Singh,30,3,10.0
2022,Avesh Khan,13,3,23.08
2022,B Indrajith,31,2,6.45
2022,B Kumar,28,3,10.71
2022,B Sai Sudharsan,118,17,14.41
2022,CJ Jordan,9,0,0.0
2022,CV Varun,18,2,11.11
2022,D Brevis,116,25,21.55
2022,D Padikkal,317,55,17.35
2022,D Pretorius,28,6,21.43
2022,DA Miller,348,55,15.8
2022,DA Warner,301,67,22.26
2022,DJ Bravo,26,2,7.69
2022,DJ Hooda,340,54,15.88
2022,DJ Mitchell,46,1,2.17
2022,DJ Willey,32,3,9.38
2022,DP Conway,176,35,19.89
2022,DR Sams,40,4,10.0
2022,E Lewis,60,11,18.33
2022,F du Plessis,377,62,16.45
2022,FA Allen,7,1,14.29
2022,Fazalhaq Farooqi,8,0,0.0
2022,GJ Maxwell,184,46,25.0
2022,HE van der Dussen,25,2,8.0
2022,HH Pandya,387,61,15.76
2022,HR Shokeen,48,5,10.42
2022,HV Patel,42,6,14.29
2022,Harpreet Brar,25,3,12.0
2022,Harshit Rana,2,0,0.0
2022,Ishan Kishan,355,56,15.77
2022,J Suchith,8,0,0.0
2022,JC Buttler,596,129,21.64
2022,JD Unadkat,37,7,18.92
2022,JDS Neesham,27,3,11.11
2022,JJ Bumrah,9,0,0.0
2022,JM Bairstow,180,43,23.89
2022,JM Sharma,149,34,22.82
2022,JO Holder,46,8,17.39
2022,JR Hazlewood,27,1,3.7
2022,K Gowtham,2,0,0.0
2022,K Kartikeya,6,0,0.0
2022,K Rabada,47,7,14.89
2022,KA Pollard,146,15,10.27
2022,KD Karthik,188,49,26.06
2022,KH Pandya,150,20,13.33
2022,KK Ahmed,2,0,0.0
2022,KK Nair,18,1,5.56
2022,KL Rahul,472,75,15.89
2022,KR Sen,3,0,0.0
2022,KS Bharat,7,2,28.57
2022,KS Sharma,4,1,25.0
2022,KS Williamson,235,24,10.21
2022,Kartik Tyagi,6,1,16.67
2022,Kuldeep Yadav,54,5,9.26
2022,LH Ferguson,4,1,25.0
2022,LS Livingstone,261,63,24.14
2022,Lalit Yadav,152,18,11.84
2022,M Ashwin,14,2,14.29
2022,M Jansen,7,1,14.29
2022,M Prasidh Krishna,12,0,0.0
2022,M Shahrukh Khan,118,13,11.02
2022,M Theekshana,7,1,14.29
2022,M Vohra,12,3,25.0
2022,MA Agarwal,167,29,17.37
2022,MJ Santner,30,3,10.0
2022,MK Lomror,60,11,18.33
2022,MK Pandey,84,11,13.1
2022,MM Ali,183,35,19.13
2022,MP Stoinis,116,20,17.24
2022,MR Marsh,192,33,17.19
2022,MS Dhoni,198,31,15.66
2022,MS Wade,145,25,17.24
2022,Mandeep Singh,24,4,16.67
2022,Mohammed Siraj,33,5,15.15
2022,Mohsin Khan,19,3,15.79
2022,Mukesh Choudhary,6,1,16.67
2022,Mustafizur Rahman,5,0,0.0
2022,N Jagadeesan,40,4,10.0
2022,N Pooran,228,37,16.23
2022,N Rana,259,51,19.69
2022,NM Coulter-Nile,2,0,0.0
2022,NT Ellis,2,0,0.0
2022,Navdeep Saini,2,0,0.0
2022,OC McCoy,5,1,20.0
2022,OF Smith,50,6,12.0
2022,P Simran Singh,11,2,18.18
2022,PBB Rajapaksa,137,29,21.17
2022,PJ Cummins,24,11,45.83
2022,PJ Sangwan,6,0,0.0
2022,PK Garg,33,6,18.18
2022,PN Mankad,1,1,100.0
2022,PP Shaw,193,47,24.35
2022,PVD Chameera,32,6,18.75
2022,PWH de Silva,48,5,10.42
2022,Q de Kock,350,70,20.0
2022,R Ashwin,140,23,16.43
2022,R Dhawan,41,6,14.63
2022,R Parag,136,21,15.44
2022,R Powell,174,32,18.39
2022,R Sanjay Yadav,2,0,0.0
2022,R Shepherd,43,7,16.28
2022,R Tewatia,156,31,19.87
2022,RA Bawa,14,1,7.14
2022,RA Jadeja,105,11,10.48
2022,RA Tripathi,271,60,22.14
2022,RD Chahar,70,11,15.71
2022,RD Gaikwad,298,47,15.77
2022,RG Sharma,234,41,17.52
2022,RK Singh,125,24,19.2
2022,RM Patidar,232,45,19.4
2022,RP Meredith,1,0,0.0
2022,RR Pant,234,51,21.79
2022,RV Patel,3,1,33.33
2022,RV Uthappa,181,33,18.23
2022,Ramandeep Singh,42,4,9.52
2022,Rashid Khan,44,12,27.27
2022,Rasikh Salam,6,1,16.67
2022,Ravi Bishnoi,1,0,0.0
2022,S Dhawan,395,59,14.94
2022,S Dube,194,38,19.59
2022,S Gopal,7,2,28.57
2022,SA Abbott,5,1,20.0
2022,SA Yadav,210,39,18.57
2022,SE Rutherford,52,2,3.85
2022,SN Khan,69,11,15.94
2022,SN Thakur,90,14,15.56
2022,SO Hetmyer,221,42,19.0
2022,SP Jackson,26,1,3.85
2022,SP Narine,40,12,30.0
2022,SS Iyer,310,52,16.77
2022,SS Prabhudessai,62,9,14.52
2022,SV Samson,321,69,21.5
2022,SW Billings,143,19,13.29
2022,Shahbaz Ahmed,197,23,11.68
2022,Shashank Singh,47,9,19.15
2022,Shivam Mavi,8,0,0.0
2022,Shubman Gill,374,62,16.58
2022,Simarjeet Singh,8,0,0.0
2022,T Stubbs,4,0,0.0
2022,TA Boult,30,3,10.0
2022,TG Southee,12,0,0.0
2022,TH David,91,28,30.77
2022,TL Seifert,21,4,19.05
2022,TS Mills,3,0,0.0
2022,Tilak Varma,313,45,14.38
2022,UT Yadav,41,8,19.51
2022,Umran Malik,8,0,0.0
2022,V Kohli,306,40,13.07
2022,V Shankar,36,1,2.78
2022,VG Arora,14,0,0.0
2022,VR Iyer,175,24,13.71
2022,WP Saha,266,47,17.67
2022,Washington Sundar,76,12,15.79
2022,YBK Jaiswal,198,38,19.19
2022,YS Chahal,8,0,0.0
2022,Yash Dayal,1,0,0.0
2023,A Badoni,186,25,13.44
2023,A Manohar,86,13,15.12
2023,A Mishra,30,2,6.67
2023,A Nortje,29,6,20.69
2023,A Zampa,17,0,0.0
2023,AD Russell,162,31,19.14
2023,AJ Hosein,11,2,18.18
2023,AK Markram,200,26,13.0
2023,AM Rahane,193,40,20.73
2023,AR Patel,216,36,16.67
2023,AS Joseph,12,1,8.33
2023,AS Roy,19,3,15.79
2023,AT Rayudu,115,19,16.52
2023,AU Rashid,17,3,17.65
2023,Abdul Basith,1,0,0.0
2023,Abdul Samad,131,21,16.03
2023,Abhishek Sharma,166,34,20.48
2023,Abishek Porel,31,3,9.68
2023,Akash Deep,8,3,37.5
2023,Aman Hakim Khan,106,13,12.26
2023,Anmolpreet Singh,83,17,20.48
2023,Anuj Rawat,72,10,13.89
2023,Arjun Tendulkar,9,1,11.11
2023,Arshad Khan,15,1,6.67
2023,Arshdeep Singh,2,0,0.0
2023,Atharva Taide,136,26,19.12
2023,Avesh Khan,1,0,0.0
2023,B Kumar,49,4,8.16
2023,B Sai Sudharsan,264,45,17.05
2023,BA Stokes,15,2,13.33
2023,C Green,287,62,21.6
2023,C Sakariya,6,1,16.67
2023,CJ Jordan,13,0,0.0
2023,CV Varun,11,0,0.0
2023,D Padikkal,206,37,17.96
2023,D Wiese,11,3,27.27
2023,DA Miller,184,31,16.85
2023,DA Warner,406,79,19.46
2023,DG Nalkande,1,0,0.0
2023,DJ Hooda,93,5,5.38
2023,DJ Willey,32,4,12.5
2023,DL Chahar,2,0,0.0
2023,DP Conway,493,95,19.27
2023,Dhruv Jurel,93,20,21.51
2023,F du Plessis,483,96,19.88
2023,Fazalhaq Farooqi,5,0,0.0
2023,GD Phillips,22,6,27.27
2023,GJ Maxwell,225,60,26.67
2023,H Klaasen,262,57,21.76
2023,HC Brook,159,27,16.98
2023,HH Pandya,254,41,16.14
2023,HR Shokeen,19,4,21.05
2023,HV Patel,6,1,16.67
2023,Harpreet Brar,42,7,16.67
2023,Harpreet Singh,59,11,18.64
2023,Harshit Rana,1,0,0.0
2023,I Sharma,1,0,0.0
2023,Ishan Kishan,325,72,22.15
2023,JC Archer,4,0,0.0
2023,JC Buttler,298,56,18.79
2023,JD Unadkat,7,1,14.29
2023,JE Root,15,1,6.67
2023,JJ Roy,196,48,24.49
2023,JM Sharma,205,43,20.98
2023,JO Holder,12,1,8.33
2023,JP Behrendorff,9,0,0.0
2023,JR Hazlewood,2,0,0.0
2023,K Gowtham,44,7,15.91
2023,K Kartikeya,7,1,14.29
2023,K Rabada,2,0,0.0
2023,KD Karthik,106,18,16.98
2023,KH Pandya,172,21,12.21
2023,KL Rahul,247,32,12.96
2023,KM Asif,2,0,0.0
2023,KM Jadhav,10,1,10.0
2023,KR Mayers,276,60,21.74
2023,KS Sharma,21,0,0.0
2023,KV Sharma,5,0,0.0
2023,Kuldeep Yadav,50,2,4.0
2023,LS Livingstone,175,39,22.29
2023,Lalit Yadav,62,8,12.9
2023,Liton Das,4,1,25.0
2023,M Jansen,45,4,8.89
2023,M Markande,14,3,21.43
2023,M Shahrukh Khan,100,22,22.0
2023,M Vohra,11,1,9.09
2023,MA Agarwal,219,35,15.98
2023,MA Wood,5,2,40.0
2023,MD Shanaka,26,3,11.54
2023,MG Bracewell,49,7,14.29
2023,MJ Santner,4,0,0.0
2023,MK Lomror,101,17,16.83
2023,MK Pandey,149,18,12.08
2023,MM Ali,92,18,19.57
2023,MM Sharma,1,0,0.0
2023,MP Stoinis,281,55,19.57
2023,MR Marsh,97,18,18.56
2023,MS Dhoni,63,13,20.63
2023,MW Short,99,19,19.19
2023,Mandeep Singh,16,1,6.25
2023,Mohammed Shami,8,1,12.5
2023,Mohammed Siraj,2,0,0.0
2023,Mohit Rathee,2,0,0.0
2023,Mohsin Khan,7,0,0.0
2023,Mukesh Kumar,10,0,0.0
2023,Mustafizur Rahman,1,0,0.0
2023,N Jagadeesan,84,15,17.86
2023,N Pooran,217,52,23.96
2023,N Rana,303,59,19.47
2023,N Wadhera,171,35,20.47
2023,NT Ellis,7,0,0.0
2023,Naveen-ul-Haq,22,2,9.09
2023,Noor Ahmad,9,1,11.11
2023,P Dubey,20,2,10.0
2023,P Simran Singh,245,57,23.27
2023,PBB Rajapaksa,64,8,12.5
2023,PD Salt,135,34,25.19
2023,PK Garg,23,1,4.35
2023,PN Mankad,74,14,18.92
2023,PP Chawla,22,2,9.09
2023,PP Shaw,90,17,18.89
2023,PWH de Silva,30,3,10.0
2023,Q de Kock,103,18,17.48
2023,R Ashwin,55,8,14.55
2023,R Dhawan,12,2,16.67
2023,R Parag,68,9,13.24
2023,R Powell,9,1,11.11
2023,R Shepherd,1,0,0.0
2023,R Tewatia,61,10,16.39
2023,RA Jadeja,138,20,14.49
2023,RA Tripathi,217,39,17.97
2023,RD Chahar,10,0,0.0
2023,RD Gaikwad,411,76,18.49
2023,RG Sharma,258,52,20.16
2023,RK Singh,333,60,18.02
2023,RP Meredith,2,0,0.0
2023,RR Rossouw,148,28,18.92
2023,RV Patel,44,4,9.09
2023,Rahmanullah Gurbaz,178,32,17.98
2023,Rashid Khan,66,21,31.82
2023,Ravi Bishnoi,28,1,3.57
2023,S Dhawan,275,61,22.18
2023,S Dube,277,47,16.97
2023,SA Yadav,340,93,27.35
2023,SM Curran,213,33,15.49
2023,SN Khan,62,5,8.06
2023,SN Thakur,72,17,23.61
2023,SO Hetmyer,205,35,17.07
2023,SP Narine,28,3,10.71
2023,SS Prabhudessai,32,3,9.38
2023,SV Samson,240,49,20.42
2023,Sandeep Sharma,7,0,0.0
2023,Sanvir Singh,9,2,22.22
2023,Shahbaz Ahmed,41,4,9.76
2023,Shubman Gill,582,118,20.27
2023,Sikandar Raza,104,16,15.38
2023,Swapnil Singh,4,0,0.0
2023,T Stubbs,31,2,6.45
2023,TA Boult,17,2,11.76
2023,TH David,155,27,17.42
2023,TU Deshpande,1,0,0.0
2023,Tilak Varma,226,49,21.68
2023,UT Yadav,20,1,5.0
2023,Umran Malik,8,3,37.5
2023,V Kohli,473,81,17.12
2023,V Shankar,199,42,21.11
2023,VG Arora,2,0,0.0
2023,VR Iyer,288,53,18.4
2023,Vijaykumar Vyshak,10,1,10.0
2023,Vishnu Vinod,32,4,12.5
2023,Vivrant Sharma,49,11,22.45
2023,WD Parnell,6,0,0.0
2023,WP Saha,297,55,18.52
2023,Washington Sundar,62,6,9.68
2023,YBK Jaiswal,397,109,27.46
2023,YV Dhull,23,1,4.35
2023,Yudhvir Singh,2,0,0.0
2024,A Badoni,180,27,15.0
2024,A Kamboj,2,0,0.0
2024,A Manohar,16,1,6.25
2024,A Nortje,9,0,0.0
2024,A Raghuvanshi,109,24,22.02
2024,AA Kulkarni,8,2,25.0
2024,AD Russell,141,36,25.53
2024,AJ Turner,20,2,10.0
2024,AK Markram,187,22,11.76
2024,AM Rahane,200,31,15.5
2024,AR Patel,183,29,15.85
2024,AS Roy,3,0,0.0
2024,Abdul Samad,113,26,23.01
2024,Abhishek Sharma,248,78,31.45
2024,Abishek Porel,213,49,23.0
2024,Akash Deep,2,0,0.0
2024,Akash Madhwal,5,0,0.0
2024,Anmolpreet Singh,7,1,14.29
2024,Anuj Rawat,80,13,16.25
2024,Arshad Khan,52,10,19.23
2024,Arshad Khan (2),4,1,25.0
2024,Arshdeep Singh,4,1,25.0
2024,Ashutosh Sharma,118,25,21.19
2024,Atharva Taide,41,9,21.95
2024,Avesh Khan,5,1,20.0
2024,Azmatullah Omarzai,34,4,11.76
2024,B Kumar,30,3,10.0
2024,B Sai Sudharsan,388,65,16.75
2024,BR Sharath,5,0,0.0
2024,C Green,185,32,17.3
2024,D Brevis,60,8,13.33
2024,D Ferreira,11,0,0.0
2024,D Padikkal,60,3,5.0
2024,DA Miller,149,28,18.79
2024,DA Warner,130,27,20.77
2024,DG Nalkande,11,1,9.09
2024,DJ Hooda,107,19,17.76
2024,DJ Mitchell,228,37,16.23
2024,Dhruv Jurel,144,25,17.36
2024,F du Plessis,276,68,24.64
2024,G Coetzee,22,1,4.55
2024,GJ Maxwell,46,8,17.39
2024,Gulbadin Naib,15,2,13.33
2024,H Klaasen,293,57,19.45
2024,HH Pandya,154,28,18.18
2024,HV Patel,19,2,10.53
2024,Harpreet Brar,59,10,16.95
2024,Harpreet Singh,34,2,5.88
2024,I Sharma,8,0,0.0
2024,Ishan Kishan,222,51,22.97
2024,J Fraser-McGurk,150,60,40.0
2024,JA Richardson,2,0,0.0
2024,JC Buttler,266,48,18.05
2024,JD Unadkat,27,3,11.11
2024,JJ Bumrah,12,1,8.33
2024,JM Bairstow,197,47,23.86
2024,JM Sharma,147,21,14.29
2024,K Rabada,17,2,11.76
2024,KA Maharaj,2,0,0.0
2024,KD Karthik,195,49,25.13
2024,KH Pandya,112,13,11.61
2024,KL Rahul,398,64,16.08
2024,KS Williamson,27,4,14.81
2024,KV Sharma,16,5,31.25
2024,Kuldeep Yadav,44,7,15.91
2024,Kumar Kushagra,7,0,0.0
2024,L Wood,3,1,33.33
2024,LB Williams,2,0,0.0
2024,LH Ferguson,1,0,0.0
2024,LS Livingstone,82,15,18.29
2024,Lalit Yadav,12,1,8.33
2024,M Jansen,15,2,13.33
2024,M Shahrukh Khan,77,18,23.38
2024,MA Agarwal,59,9,15.25
2024,MA Starc,11,1,9.09
2024,MJ Santner,18,1,5.56
2024,MJ Suthar,2,0,0.0
2024,MK Lomror,74,18,24.32
2024,MK Pandey,33,4,12.12
2024,MM Ali,105,15,14.29
2024,MM Sharma,16,0,0.0
2024,MP Stoinis,272,55,20.22
2024,MR Marsh,41,12,29.27
2024,MS Dhoni,82,27,32.93
2024,MS Wade,7,0,0.0
2024,Mayank Dagar,1,0,0.0
2024,Mohammad Nabi,31,4,12.9
2024,Mohammed Siraj,9,2,22.22
2024,Mohsin Khan,1,0,0.0
2024,Mukesh Kumar,10,0,0.0
2024,N Pooran,296,71,23.99
2024,N Rana,35,6,17.14
2024,N Wadhera,90,15,16.67
2024,Naman Dhir,84,22,26.19
2024,Naveen-ul-Haq,4,0,0.0
2024,Nithish Kumar Reddy,221,36,16.29
2024,Noor Ahmad,9,1,11.11
2024,P Simran Singh,216,54,25.0
2024,PD Salt,250,74,29.6
2024,PJ Cummins,99,17,17.17
2024,PP Chawla,15,2,13.33
2024,PP Shaw,125,35,28.0
2024,Q de Kock,194,38,19.59
2024,R Ashwin,76,9,11.84
2024,R Parag,407,73,17.94
2024,R Powell,71,16,22.54
2024,R Ravindra,146,34,23.29
2024,R Sai Kishore,6,2,33.33
2024,R Shepherd,24,10,41.67
2024,R Tewatia,139,29,20.86
2024,RA Jadeja,191,30,15.71
2024,RA Tripathi,121,24,19.83
2024,RD Chahar,15,4,26.67
2024,RD Gaikwad,425,76,17.88
2024,RG Sharma,293,68,23.21
2024,RJ Gleeson,2,0,0.0
2024,RJW Topley,6,0,0.0
2024,RK Bhui,9,0,0.0
2024,RK Singh,117,21,17.95
2024,RM Patidar,237,54,22.78
2024,RR Pant,296,61,20.61
2024,RR Rossouw,122,36,29.51
2024,Rahmanullah Gurbaz,50,11,22.0
2024,Ramandeep Singh,64,17,26.56
2024,Rashid Khan,75,14,18.67
2024,Rasikh Salam,30,4,13.33
2024,Ravi Bishnoi,6,0,0.0
2024,S Dhawan,125,22,17.6
2024,S Dube,259,56,21.62
2024,SA Yadav,209,54,25.84
2024,SB Dubey,21,5,23.81
2024,SD Hope,125,24,19.2
2024,SH Johnson,7,1,14.29
2024,SM Curran,230,30,13.04
2024,SN Thakur,18,3,16.67
2024,SO Hetmyer,72,16,22.22
2024,SP Narine,292,83,28.42
2024,SS Iyer,250,48,19.2
2024,SS Prabhudessai,19,3,15.79
2024,SV Samson,367,72,19.62
2024,SZ Mulani,1,0,0.0
2024,Sameer Rizvi,43,6,13.95
2024,Sanvir Singh,13,1,7.69
2024,Saurav Chauhan,16,2,12.5
2024,Shahbaz Ahmed,173,20,11.56
2024,Shashank Singh,225,49,21.78
2024,Shivam Singh,3,0,0.0
2024,Shubman Gill,295,52,17.63
2024,Sikandar Raza,39,4,10.26
2024,Sumit Kumar,26,3,11.54
2024,Swapnil Singh,22,6,27.27
2024,T Kohler-Cadmore,54,8,14.81
2024,T Stubbs,204,50,24.51
2024,TA Boult,16,2,12.5
2024,TH David,168,29,17.26
2024,TM Head,307,96,31.27
2024,TU Deshpande,2,0,0.0
2024,Tanush Kotian,32,3,9.38
2024,Tilak Varma,291,54,18.56
2024,UT Yadav,15,1,6.67
2024,V Kohli,497,100,20.12
2024,V Shankar,75,9,12.0
2024,V Viyaskanth,5,0,0.0
2024,VG Arora,1,0,0.0
2024,VR Iyer,238,54,22.69
2024,Vijaykumar Vyshak,3,0,0.0
2024,WG Jacks,133,34,25.56
2024,WP Saha,120,21,17.5
2024,Washington Sundar,1,0,0.0
2024,YBK Jaiswal,288,70,24.31
2024,Yudhvir Singh,14,3,21.43
